Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.447412014007568,493729600
2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.458559989929199,601904800
2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.355825424194336,552160000
2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.344077110290527,477131200
2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.386254787445068,447610800
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.329918384552002,462229600
2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.2579145431518555,594459600
2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.34618616104126,605892000
2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.309431552886963,432894000
2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.203988552093506,594067600
2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.478442668914795,730007600
2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.378725051879883,612152800
2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.268460750579834,608154400
2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,5.957552433013916,881767600
2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.117825508117676,1065699600
2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.204289436340332,1867110000
2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.262735843658447,1722568400
2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.003947734832764,1173502400
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.786130428314209,1245952400
2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.8665690422058105,749876400
2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.9006123542785645,698342400
2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.002138614654541,615328000
2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.785829544067383,757652000
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.8885626792907715,850306800
2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.848191738128662,478270800
2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.910555839538574,632886800
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.878317356109619,370361600
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,5.98526668548584,550345600
2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.03678560256958,655468800
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.127768039703369,543737600
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.102160930633545,436396800
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.113609313964844,422825200
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.075648307800293,415469600
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.037991523742676,390563600
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.936764240264893,575094800
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.045221328735352,460566400
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.08558988571167,665126000
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.164522647857666,507460800
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.296175479888916,550093600
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.291956901550293,566546400
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.306417465209961,372052800
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.34799337387085,366041200
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.596238136291504,899620400
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.600153923034668,429889600
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.71885347366333,920259200
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.773684024810791,596218000
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.793568134307861,405700400
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.8267059326171875,416323600
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.743556976318359,493502800
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.761935710906982,446908000
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.751992225646973,450956800
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.767961502075195,342109600
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.695654392242432,559445600
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.7709736824035645,456419600
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.879729747772217,602431200
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.910157680511475,597780400
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.828212738037109,542284400
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,6.956252098083496,640875200
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.001139163970947,540744400
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.105378150939941,527310000
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.079769611358643,430659600
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.108994960784912,603145200
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.184914588928223,684507600
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.216547012329102,447017200
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.248480319976807,628502000
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.2288994789123535,572989200
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.284332275390625,334182800
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.299392223358154,333026400
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.303610324859619,306210800
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.401828289031982,404076400
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.499136447906494,376784800
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.453344345092773,750545600
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.4434003829956055,566924400
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.368684768676758,738326400
2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.809439659118652,982391200
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.027857780456543,793424800
2010-04-23,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,8.159209251403809,796955600
2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.119142532348633,479068800
2010-04-27,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,7.8943963050842285,709343600
2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.881141662597656,758402400
2010-04-29,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,8.093232154846191,558840800
2010-04-30,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,7.8657755851745605,542463600
2010-05-03,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,8.02424144744873,454342000
2010-05-04,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,7.793169975280762,723819600
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.712130069732666,883103200
2010-05-06,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,7.418695449829102,1285860800
2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.105678081512451,1676018400
2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,7.651876926422119,984306400
2010-05-11,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.728096961975098,848906800
2010-05-12,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,7.895906448364258,654379600
2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.7835307121276855,599712400
2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.646755218505859,759362800
2010-05-17,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,7.658805847167969,762834800
2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.6027727127075195,782678400
2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.481663703918457,1025726800
2010-05-20,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.16292142868042,1282915200
2010-05-21,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.300300121307373,1223891200
2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.434059143066406,754238800
2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.387665748596191,1048006400
2010-05-26,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.3542256355285645,850654000
2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.632596492767334,666282400
2010-05-28,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,7.738945007324219,815614800
2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.857940673828125,876472800
2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,7.951939105987549,688548000
2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.926934242248535,650106800
2010-06-04,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,7.711227893829346,758304400
2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.559993267059326,886942000
2010-06-08,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,7.511487007141113,1000770400
2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.326807975769043,854630000
2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.547036170959473,776356000
2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,7.637416839599609,545759200
2010-06-14,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,7.660612106323242,602960400
2010-06-15,9.130000114440918,9.280357360839844,9.125,9.274642944335938,7.823596954345703,585074000
2010-06-16,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,8.051358222961426,783678000
2010-06-17,9.664285659790039,9.746429443359375,9.625,9.709643363952637,8.190542221069336,872855200
2010-06-18,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,8.256819725036621,784621600
2010-06-21,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,8.139328002929688,776490400
2010-06-22,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,8.25019359588623,717262000
